market_l5,product_l3_desc,revenue_recognition_date,day_sales_usd,is_holiday,series_id,day_name,is_billing_day
Atlantis,OptiGlimpse,2021-01-01,1410929.53,True,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-01-08,7252377.85,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-01-15,10460688.26,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-01-22,8377422.93,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-01-29,4382412.98,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-02-05,1762160.42,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-02-12,5103015.73,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-02-19,3071359.11,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-02-26,6219703.86,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-03-05,4877098.24,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-03-12,3945214.41,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-03-19,5571753.15,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-03-26,5837443.4,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-04-02,4192485.54,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-04-09,4815456.36,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-04-16,7884566.14,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-04-23,2453666.77,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-04-30,-2088461.23,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-05-07,4023423.35,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-05-14,3465453.31,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-05-21,4107036.97,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-05-28,3458134.6,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-06-04,5990908.01,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-06-11,4337218.29,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-06-18,4158681.85,True,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-06-25,3806637.93,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-07-02,4658634.08,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-07-09,6101353.43,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-07-16,6121312.63,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-07-23,6284503.03,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-07-30,4561938.85,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-08-06,5917016.62,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-08-13,4583877.84,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-08-20,5233056.87,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-08-27,3073082.12,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-09-03,5729332.42,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-09-10,3560101.01,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-09-17,5987131.41,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-09-24,6928560.41,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-10-01,4574341.36,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-10-08,3106534.75,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-10-15,4521543.69,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-10-22,4046062.83,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-10-29,10717205.55,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-11-05,7562945.56,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-11-12,7237545.89,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-11-19,2865114.93,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-12-03,6124378.4,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-12-10,4441485.54,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-12-17,4834708.23,False,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-12-24,1124593.81,True,Atlantis_OptiGlimpse,Friday,True
Atlantis,OptiGlimpse,2021-12-31,-12182284.97,True,Atlantis_OptiGlimpse,Friday,True
