market_l5,product_l3_desc,revenue_recognition_date,day_sales_usd,is_holiday,series_id,day_name,is_billing_day
Rivendell,SightSphere,2021-01-04,319540.07030416746,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-01-11,74258.35385500254,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-01-18,682344.7458942701,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-01-25,84631.27725752322,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-02-01,22366.479319183152,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-02-08,8638.503118735307,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-02-22,256584.2616945594,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-03-01,384133.466235572,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-03-08,341776.8247533212,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-03-15,45357.557279189634,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-03-22,286550.8002054959,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-03-29,23502.73203446524,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-04-12,61071.25067707548,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-04-19,162194.57194869305,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-04-26,175353.7838049129,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-05-10,551443.7929628823,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-05-17,60846.95720882962,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-05-24,55608.20503799999,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-05-31,232345.8110666242,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-06-07,411527.1039597049,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-06-21,132488.31381680712,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-06-28,787624.4844626115,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-07-05,165517.1167473573,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-07-12,133305.07485523148,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-07-19,2446960.947125738,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-07-26,578862.5815980657,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-08-02,371570.2315737747,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-08-09,380405.28249241953,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-08-16,286643.3180328235,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-08-23,533470.2561439364,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-09-06,31043.144366452794,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-09-13,101411.38551404688,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-09-27,122451.404128904,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-10-11,877917.2362476896,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-10-18,33944.59847329949,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-10-25,179186.30045957371,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-11-01,1647674.3375458876,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-11-08,207341.650891506,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-11-15,102714.81022342097,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-11-22,90324.631866383,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-12-06,34549.25759022554,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-12-13,67967.70000949301,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-12-20,26869.57990607497,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2021-12-27,933.985838652215,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-01-03,1341006.3,True,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-01-10,391823.64,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-01-17,852199.83,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-01-24,9787.89,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-02-07,32646.82,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-02-14,147275.27,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-02-21,90587.03,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-02-28,2259657.31,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-03-07,107372.83,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-03-14,145567.64,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-03-21,63413.5,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-03-28,182805.6,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-04-11,304996.87,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-04-25,2154995.02,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-05-09,70566.75,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-05-16,1545789.38,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-05-23,467047.6,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-05-30,201516.37,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-06-06,471100.65,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-06-13,155477.1,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-06-20,201121.39,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-06-27,316046.82,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-07-04,55457.68,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-07-11,3253271.93,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-07-18,128096.2,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-07-25,566608.18,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-08-01,89091.94,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-08-08,490267.84,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-08-15,93213.54,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-08-22,-245049.56,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-08-29,5969643.32,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-09-05,25276.23,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-09-19,112244.45,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-09-26,491717.49,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-10-10,231878.71,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-10-17,12656.99,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-10-24,55094.26,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-10-31,1701828.76,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-11-07,300301.4,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-11-14,120880.04,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-11-21,268617.31,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-11-28,12323.52,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-12-05,83385.9,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-12-12,67135.75,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-12-19,122733.07,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2022-12-26,491697.01,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-01-09,100747.64,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-01-16,14588.62,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-01-30,322502.97,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-02-06,186135.95,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-02-13,1759073.16,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-02-20,187745.33,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-03-06,98641.61,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-03-13,251009.57,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-03-20,426833.78,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-03-27,1018077.05,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-04-03,11367.12,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-04-10,13973.53,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-04-17,25234.83,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-04-24,17730.0,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-05-08,760936.38,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-05-15,534106.7,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-05-22,136900.95,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-05-29,182934.27,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-06-05,308939.63,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-06-12,1731786.03,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-06-19,913974.79,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-06-26,106827.32,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-07-03,191232.65,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-07-10,98859.6,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-07-17,80355.02,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-07-24,1373135.33,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-07-31,2045156.06,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-08-07,129002.03,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-08-14,245130.67,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-08-21,66157.17,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-08-28,228261.49,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-09-04,199227.48,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-09-11,333819.12,False,Rivendell_SightSphere,Monday,True
Rivendell,SightSphere,2023-09-18,477969.3,False,Rivendell_SightSphere,Monday,True
