market_l5,product_l3_desc,revenue_recognition_date,day_sales_usd,is_holiday,series_id,day_name,is_billing_day
Narnia,OptiGlimpse,2021-01-01,1840304.107082371,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-01-08,1780145.9732123865,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-01-15,3743774.530393263,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-01-22,1400640.6242382927,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-01-29,1678706.1240114532,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-02-05,1481079.494373903,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-02-12,1392942.1737695206,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-02-19,1453418.869247576,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-02-26,3275688.065093117,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-03-05,1739252.4118739918,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-03-12,1563652.0974137778,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-03-19,2072961.3930249736,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-03-26,2802269.9371737703,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-04-02,1268317.1546364112,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-04-09,1669006.6878045695,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-04-16,1319794.2054686774,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-04-23,1861837.2119394364,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-04-30,383617.1746461252,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-05-07,1838648.7874745703,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-05-14,1605636.1897880817,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-05-21,1257214.4894851432,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-05-28,1719123.237819454,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-06-04,2868685.920848275,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-06-11,1967763.9812888547,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-06-18,1928487.2396176169,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-06-25,3651107.3025819366,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-07-02,2992861.942793441,False,Narnia_OptiGlimpse,Friday,True
Narnia,OptiGlimpse,2021-07-09,2177272.401010337,False,Narnia_OptiGlimpse,Friday,True
