Best Model: WeightedEnsemble_L3
Training Time: 0.020371675491333008 seconds
Validation Score: -218683.05225650215

Model Performance:
                      model      score_val             eval_metric  pred_time_val    fit_time  pred_time_val_marginal  fit_time_marginal  stack_level  can_infer  fit_order
        WeightedEnsemble_L3 -218683.052257 root_mean_squared_error       9.785980 1124.830823                0.000333           0.020372            3       True        159
  NeuralNetTorch_r22_BAG_L2 -224109.388305 root_mean_squared_error       8.946895  976.735503                0.077012          15.277463            2       True        125
  NeuralNetTorch_r79_BAG_L2 -224286.664033 root_mean_squared_error       8.946550  976.569580                0.076667          15.111540            2       True        120
        WeightedEnsemble_L2 -224682.551444 root_mean_squared_error       0.430583   87.041215                0.000347           0.020503            2       True        109
NeuralNetFastAI_r102_BAG_L2 -225602.885165 root_mean_squared_error       9.136894  977.182922                0.267011          15.724883            2       True        129
NeuralNetFastAI_r156_BAG_L2 -225851.520326 root_mean_squared_error       9.017291  978.527255                0.147408          17.069215            2       True        148
  NeuralNetTorch_r41_BAG_L2 -226013.217412 root_mean_squared_error       8.934786  974.334062                0.064903          12.876023            2       True        153
NeuralNetFastAI_r145_BAG_L2 -226554.416994 root_mean_squared_error       8.956156  971.138884                0.086274           9.680845            2       True        133
  NeuralNetTorch_r30_BAG_L2 -226808.515902 root_mean_squared_error       8.952675  979.966016                0.082792          18.507976            2       True        135
  NeuralNetTorch_r14_BAG_L2 -227293.891308 root_mean_squared_error       8.941888  971.627678                0.072005          10.169638            2       True        144
 NeuralNetTorch_r158_BAG_L2 -228371.405458 root_mean_squared_error       8.944650  976.593882                0.074767          15.135842            2       True        156
     NeuralNetFastAI_BAG_L2 -228577.936713 root_mean_squared_error       8.984102  969.278827                0.114219           7.820788            2       True        115
          LightGBMXT_BAG_L2 -228619.766151 root_mean_squared_error       8.913740  966.268559                0.043858           4.810519            2       True        110
NeuralNetFastAI_r191_BAG_L2 -228651.551004 root_mean_squared_error       8.956475  973.173290                0.086592          11.715250            2       True        122
       LightGBM_r130_BAG_L2 -228732.146718 root_mean_squared_error       8.892093  966.126082                0.022210           4.668042            2       True        136
NeuralNetFastAI_r103_BAG_L2 -228767.265320 root_mean_squared_error       8.976320  970.723364                0.106437           9.265324            2       True        143
