Best Model: WeightedEnsemble_L3
Training Time: 0.03123331069946289 seconds
Validation Score: -801712.6499169396

Model Performance:
                      model     score_val             eval_metric  pred_time_val    fit_time  pred_time_val_marginal  fit_time_marginal  stack_level  can_infer  fit_order
        WeightedEnsemble_L3 -8.017126e+05 root_mean_squared_error      12.401928 1452.017946                0.000398           0.031233            3       True        129
        LightGBM_r96_BAG_L2 -8.327191e+05 root_mean_squared_error      11.312862 1109.492465                0.228530          10.938439            2       True        124
          LightGBMXT_BAG_L2 -8.332482e+05 root_mean_squared_error      11.308004 1122.712113                0.223672          24.158087            2       True        110
  NeuralNetTorch_r79_BAG_L2 -8.370457e+05 root_mean_squared_error      11.330990 1117.945073                0.246658          19.391047            2       True        120
       CatBoost_r177_BAG_L2 -8.422933e+05 root_mean_squared_error      11.155079 1441.433868                0.070747         342.879842            2       True        119
         CatBoost_r9_BAG_L2 -8.464444e+05 root_mean_squared_error      11.167489 1418.136505                0.083157         319.582479            2       True        123
            CatBoost_BAG_L2 -8.484464e+05 root_mean_squared_error      11.150937 1171.602277                0.066605          73.048251            2       True        113
            LightGBM_BAG_L2 -8.506396e+05 root_mean_squared_error      11.169161 1124.752387                0.084829          26.198361            2       True        111
       LightGBM_r131_BAG_L2 -8.508836e+05 root_mean_squared_error      11.756630 1187.963178                0.672298          89.409153            2       True        121
     NeuralNetFastAI_BAG_L2 -8.538740e+05 root_mean_squared_error      11.192443 1108.046902                0.108110           9.492876            2       True        115
       ExtraTreesMSE_BAG_L2 -8.595311e+05 root_mean_squared_error      11.209819 1099.702327                0.125487           1.148301            2       True        114
NeuralNetFastAI_r191_BAG_L2 -8.619285e+05 root_mean_squared_error      11.226001 1111.023605                0.141669          12.469579            2       True        122
      ExtraTrees_r42_BAG_L2 -8.657230e+05 root_mean_squared_error      11.211412 1099.593127                0.127079           1.039101            2       True        127
       CatBoost_r137_BAG_L2 -8.660135e+05 root_mean_squared_error      11.155198 1108.877745                0.070865          10.323719            2       True        128
        WeightedEnsemble_L2 -8.663772e+05 root_mean_squared_error       0.633078   90.897286                0.000421           0.032125            2       True        109
      NeuralNetTorch_BAG_L2 -8.701238e+05 root_mean_squared_error      11.307170 1115.091715                0.222838          16.537689            2       True        117
     RandomForestMSE_BAG_L2 -8.726572e+05 root_mean_squared_error      11.209004 1103.598650                0.124671           5.044625            2       True        112
       LightGBMLarge_BAG_L2 -8.778083e+05 root_mean_squared_error      11.509732 1361.807902                0.425400         263.253876            2       True        118
  NeuralNetTorch_r22_BAG_L2 -8.784159e+05 root_mean_squared_error      11.421502 1114.715700                0.337170          16.161674            2       True        125
         XGBoost_r33_BAG_L2 -8.791824e+05 root_mean_squared_error      11.287817 1165.667368                0.203485          67.113342            2       True        126
             XGBoost_BAG_L2 -8.802884e+05 root_mean_squared_error      11.237795 1131.778188                0.153463          33.224162            2       True        116
 NeuralNetTorch_r185_BAG_L1 -9.175315e+05 root_mean_squared_error       0.095973   22.635893                0.095973          22.635893            1       True         76
  NeuralNetTorch_r89_BAG_L1 -9.197926e+05 root_mean_squared_error       0.099583   16.966581                0.099583          16.966581            1       True        108
